Date,Open,High,Low,Close,Adj Close,Volume
2004-05-10,16.498316,16.685606,16.172138,16.315235,16.315235,63853500
2004-05-11,16.502525,16.835016,16.502525,16.807659,16.807659,37776400
2004-05-12,16.752947,17.020203,16.315235,16.999159,16.999159,48064500
2004-05-13,16.738216,16.910774,16.643518,16.715067,16.715067,43936500
2004-05-14,16.719276,16.845539,16.424664,16.614058,16.614058,39345100
2004-05-17,16.376263,16.546717,16.319445,16.485691,16.485691,30280600
2004-05-18,16.662458,16.748737,16.578283,16.641415,16.641415,24932300
2004-05-19,16.864479,17.04335,16.643518,16.685606,16.685606,39829800
2004-05-20,16.717173,16.931818,16.660353,16.849747,16.849747,33011600
2004-05-21,16.940235,16.957071,16.786615,16.906565,16.906565,30263100
2004-05-24,16.982323,17.464226,16.950758,17.279041,17.279041,50446200
2004-05-25,17.319023,18.00926,17.245371,17.95665,17.95665,53961300
2004-05-26,17.878788,18.253366,17.864058,18.192341,18.192341,45431000
2004-05-27,18.305977,18.57744,18.14394,18.529041,18.529041,48182900
2004-05-28,18.556396,18.895203,18.4133,18.686869,18.686869,41124200
2004-06-01,18.470118,18.890993,18.356482,18.882576,18.882576,49381300
2004-06-02,18.93729,18.981482,18.672138,18.707912,18.707912,39168800
2004-06-03,18.590067,18.707912,18.40909,18.434343,18.434343,38488800
2004-06-04,18.613216,18.747896,18.369108,18.535353,18.535353,40861900
2004-06-07,18.661615,18.724747,18.476431,18.61532,18.61532,37065100
2004-06-08,18.520622,18.73527,18.493265,18.728956,18.728956,28091400
2004-06-09,18.552189,18.710016,18.12079,18.162878,18.162878,40629600
2004-06-10,18.236532,18.419613,18.085016,18.392256,18.392256,31364100
2004-06-14,18.244949,18.291246,17.891415,18.015572,18.015572,34399700
2004-06-15,18.181818,18.491161,18.173401,18.402779,18.402779,34555500
2004-06-16,18.398569,18.531145,18.320707,18.491161,18.491161,18897200
2004-06-17,18.516415,18.539562,18.164984,18.276516,18.276516,27794400
2004-06-18,18.270203,18.40909,18.173401,18.202862,18.202862,33028300
2004-06-21,18.238636,18.358585,18.021885,18.057659,18.057659,30203200
2004-06-22,17.922979,18.352272,17.729378,18.352272,18.352272,50254700
2004-06-23,18.339647,18.594276,18.263889,18.592173,18.592173,39378800
2004-06-24,18.617424,18.789984,18.571129,18.674242,18.674242,30847100
2004-06-25,18.688972,19.25926,18.674242,19.09091,19.09091,64453700
2004-06-28,19.231903,19.808502,19.154041,19.530724,19.530724,62821400
2004-06-29,19.410774,19.526516,19.20244,19.322392,19.322392,39691000
2004-06-30,19.429714,19.54756,19.158249,19.349747,19.349747,40303600
2004-07-01,19.364479,19.398148,18.960438,19.063553,19.063553,31203000
2004-07-02,18.996212,19.22559,18.819445,19.20665,19.20665,25156100
2004-07-06,19.168772,19.185606,18.773148,18.905724,18.905724,27390000
2004-07-07,18.455387,18.594276,18.150253,18.280724,18.280724,49151300
2004-07-08,17.462122,17.874578,17.279041,17.603115,17.603115,72285500
2004-07-09,17.830387,17.878788,17.386364,17.630472,17.630472,42353100
2004-07-12,17.561028,17.765152,17.344276,17.708334,17.708334,34500900
2004-07-13,17.790403,17.824074,17.508417,17.546297,17.546297,23211600
2004-07-14,17.462122,17.944023,17.428452,17.628366,17.628366,35753000
2004-07-15,17.685184,17.748316,17.428452,17.563131,17.563131,25124200
2004-07-16,17.716751,17.737795,16.843435,16.910774,16.910774,63328000
2004-07-19,16.896044,16.910774,16.25,16.51936,16.51936,70912600
2004-07-20,16.546717,16.936028,16.517256,16.824495,16.824495,49114700
2004-07-21,16.938131,16.938131,16.119528,16.119528,16.119528,73655000
2004-07-22,15.145202,16.289984,15.035774,16.285774,16.285774,150320000
2004-07-23,16.220539,16.241583,15.677609,15.784933,15.784933,50645300
2004-07-26,15.740741,15.833333,15.420876,15.629209,15.629209,49983900
2004-07-27,15.755471,16.597221,15.71128,16.510942,16.510942,71611200
2004-07-28,16.433081,16.70244,16.205809,16.580387,16.580387,55680100
2004-07-29,16.809765,16.906565,16.510942,16.723484,16.723484,40888500
2004-07-30,16.670876,16.70244,16.397306,16.483585,16.483585,30455000
2004-08-02,16.296297,16.668772,16.296297,16.656145,16.656145,27634700
2004-08-03,16.559343,16.752947,16.127947,16.220539,16.220539,32716500
2004-08-04,16.092173,16.378366,15.862795,15.951179,15.951179,53963700
2004-08-05,16.035353,16.073233,15.509259,15.528198,15.528198,49752000
2004-08-06,15.366161,15.909091,15.271464,15.521886,15.521886,66884400
2004-08-09,15.59133,15.698653,15.324074,15.355639,15.355639,34363600
2004-08-10,15.439815,15.953282,15.439815,15.938552,15.938552,48458900
2004-08-11,15.713384,16.155304,15.625,16.073233,16.073233,51350100
2004-08-12,15.949074,16.452021,15.94697,16.311028,16.311028,59319200
2004-08-13,16.388889,16.395203,16.029041,16.279461,16.279461,39766600
2004-08-16,16.332071,16.685606,16.321548,16.565657,16.565657,34360200
2004-08-17,16.620371,16.822392,16.569866,16.744528,16.744528,41438800
2004-08-18,16.565657,16.835016,16.481482,16.816078,16.816078,45734600
2004-08-19,16.784512,16.99074,16.565657,16.767677,16.767677,43595300
2004-08-20,16.700336,17.239058,16.656145,17.123316,17.123316,44361800
2004-08-23,17.222221,17.468435,17.175926,17.329546,17.329546,39132200
2004-08-24,17.434765,17.651516,17.363216,17.64941,17.64941,47385900
2004-08-25,17.632576,18.097643,17.451599,18.026094,18.026094,47968500
2004-08-26,18.002947,18.198652,17.916666,18.183922,18.183922,44607900
2004-08-27,18.181818,18.280724,18.005051,18.078703,18.078703,30347200
2004-08-30,17.967173,18.171297,17.897728,17.994528,17.994528,27393300
2004-08-31,17.941919,18.217592,17.929293,18.211279,18.211279,34089400
2004-09-01,18.171297,18.46591,18.063972,18.440657,18.440657,46646500
2004-09-02,18.474327,18.912037,18.430134,18.844696,18.844696,49875000
2004-09-03,18.760521,19.025673,18.710016,18.808922,18.808922,36937200
2004-09-07,18.846802,19.03409,18.57744,18.75,18.75,48278400
2004-09-08,18.720539,18.928871,18.667929,18.75,18.75,43343900
2004-09-09,18.777357,18.792088,18.255472,18.499578,18.499578,46965900
2004-09-10,18.440657,18.960438,18.339647,18.954124,18.954124,42623500
2004-09-13,19.006735,19.402357,18.981482,19.381313,19.381313,60923900
2004-09-14,19.419191,19.867424,19.299242,19.867424,19.867424,77802100
2004-09-15,19.776936,19.949495,19.602272,19.791666,19.791666,49711100
2004-09-16,19.804293,20.178871,19.412878,19.429714,19.429714,70472100
2004-09-17,19.326599,19.602272,19.118265,19.591751,19.591751,62674600
2004-09-20,19.421297,19.671717,19.183502,19.231903,19.231903,50098400
2004-09-21,19.234007,19.25926,18.949915,19.076178,19.076178,47237200
2004-09-22,18.954124,19.050926,18.63426,18.682659,18.682659,45156300
2004-09-23,18.724747,19.023569,18.655304,18.960438,18.960438,42726600
2004-09-24,18.970959,19.061447,18.707912,18.775253,18.775253,35581500
2004-09-27,18.653198,18.924664,18.636364,18.672138,18.672138,35013600
2004-09-28,18.75,19.095118,18.486954,18.989899,18.989899,57726800
2004-09-29,19.01936,19.465488,18.962542,19.39394,19.39394,52364100
2004-09-30,19.377104,19.494949,19.093014,19.347643,19.347643,47356000
2004-10-01,19.486532,19.566498,19.160353,19.452862,19.452862,63596900
2004-10-04,19.49074,19.88426,19.454966,19.707491,19.707491,48323500
2004-10-05,19.665403,19.814816,19.549664,19.753788,19.753788,28700100
2004-10-06,19.898991,20.366161,19.844276,20.328283,20.328283,57495300
2004-10-07,20.3367,20.343014,19.96633,19.989479,19.989479,46655600
2004-10-08,19.896885,19.928452,19.36027,19.484428,19.484428,40796800
2004-10-11,19.530724,19.768518,19.478115,19.724327,19.724327,23782800
2004-10-12,19.568604,19.760101,19.362373,19.673822,19.673822,39376000
2004-10-13,20.035774,20.14941,19.755892,19.898991,19.898991,49757200
2004-10-14,19.86532,20.208334,19.852694,20.090488,20.090488,40326400
2004-10-15,20.216751,20.227272,19.656986,19.73064,19.73064,46430300
2004-10-18,19.619108,19.947392,19.448652,19.930555,19.930555,39217700
2004-10-19,20.025253,20.027357,19.391834,19.454966,19.454966,44841200
2004-10-20,19.381313,19.484428,19.031986,19.22559,19.22559,70062000
2004-10-21,20.599747,21.08165,20.214647,20.957491,20.957491,148832600
2004-10-22,21.433081,21.489899,20.159933,20.183081,20.183081,83178500
2004-10-25,20.082071,20.391415,19.947392,20.183081,20.183081,59640400
2004-10-26,20.202021,20.286196,19.859007,20.044191,20.044191,47969500
2004-10-27,20.054714,20.896465,20.052608,20.763889,20.763889,58600700
2004-10-28,20.528198,20.885942,20.526094,20.805977,20.805977,39418700
2004-10-29,20.692341,20.938553,20.50926,20.545034,20.545034,32104500
2004-11-01,20.414562,21.043772,20.408249,20.892256,20.892256,45097900
2004-11-02,20.936447,21.334175,20.843855,21.182659,21.182659,51279700
2004-11-03,21.433081,21.651936,20.641834,20.885942,20.885942,63946200
2004-11-04,20.902779,21.289984,20.587122,21.226852,21.226852,50630600
2004-11-05,21.308922,21.374159,20.502947,20.976431,20.976431,57547600
2004-11-08,21.42256,21.959175,21.325758,21.820286,21.820286,63296600
2004-11-09,21.864479,22.156986,21.656145,21.984428,21.984428,54521100
2004-11-10,22.032827,22.098064,21.662458,21.851852,21.851852,36863600
2004-11-11,21.957071,22.706228,21.866583,22.693604,22.693604,55643500
2004-11-12,22.727272,23.200758,22.516834,23.125,23.125,60166900
2004-11-15,23.028198,23.173401,22.796717,23.026094,23.026094,35878500
2004-11-16,22.880892,22.916666,22.579966,22.710438,22.710438,29233300
2004-11-17,22.916666,23.337542,22.819866,23.015572,23.015572,44086600
2004-11-18,22.986111,23.305977,22.944023,23.253366,23.253366,36542400
2004-11-19,23.200758,23.310184,22.794613,22.798822,22.798822,30626100
2004-11-22,22.813553,23.038721,22.31271,23.038721,23.038721,38433700
2004-11-23,23.089226,23.251263,22.887205,23.049242,23.049242,43442300
2004-11-24,23.200758,23.611111,23.162878,23.507998,23.507998,48073100
2004-11-26,23.648991,23.703703,23.381735,23.463804,23.463804,12258700
2004-11-29,23.733166,23.75421,23.362795,23.705809,23.705809,34579300
2004-11-30,23.661615,23.876263,23.569023,23.632154,23.632154,29506500
2004-12-01,23.792088,23.945707,23.425926,23.945707,23.945707,41764800
2004-12-02,24.118265,24.6633,23.895203,24.617002,24.617002,52357500
2004-12-03,24.600168,24.690657,24.305555,24.497053,24.497053,44452500
2004-12-06,24.448652,24.600168,24.305555,24.482323,24.482323,28499600
2004-12-07,24.526516,24.526516,23.92256,23.973064,23.973064,39141700
2004-12-08,24.042509,24.179293,23.676348,24.118265,24.118265,47688600
2004-12-09,23.947811,24.505472,23.853115,24.457071,24.457071,41051100
2004-12-10,24.383417,24.469696,24.063553,24.076178,24.076178,33993900
2004-12-13,24.164562,24.452862,24.021465,24.410774,24.410774,30924100
2004-12-14,24.364479,24.515993,24.149832,24.454966,24.454966,28931100
2004-12-15,24.65909,24.869528,24.541246,24.703283,24.703283,36366100
2004-12-16,24.604378,24.68224,24.200336,24.347643,24.347643,32024600
2004-12-17,24.265572,24.429714,24.128788,24.147728,24.147728,31458200
2004-12-20,24.255051,24.465488,23.985691,24.126684,24.126684,36516200
2004-12-21,24.093014,24.126684,23.705809,23.926767,23.926767,36855000
2004-12-22,23.920454,24.044613,23.691078,23.867846,23.867846,28495300
2004-12-23,23.874159,23.947811,23.76473,23.853115,23.853115,20078100
2004-12-27,24.004629,24.111954,23.739479,23.75,23.75,27728800
2004-12-28,23.825758,24.461279,23.815235,24.444445,24.444445,35850900
2004-12-29,24.448652,24.911615,24.436028,24.741161,24.741161,39241500
2004-12-30,24.747475,24.905304,24.684343,24.783249,24.783249,21297000
2004-12-31,24.861111,24.920034,24.442341,24.482323,24.482323,22028800
2005-01-03,24.661196,24.783249,23.935184,24.013046,24.013046,46817600
2005-01-04,24.124578,24.147728,23.253366,23.423822,23.423822,52193100
2005-01-05,23.373316,23.796297,23.236532,23.337542,23.337542,46525800
2005-01-06,23.522728,23.558502,22.213804,22.344276,22.344276,102103800
2005-01-07,22.529461,22.853535,22.371634,22.428452,22.428452,67125800
2005-01-10,22.579966,22.849327,22.285353,22.582071,22.582071,53028000
2005-01-11,22.443182,22.61574,21.88973,22.06229,22.06229,55250500
2005-01-12,22.04756,22.601009,21.424664,22.569445,22.569445,111045200
2005-01-13,22.632576,22.67256,21.593014,21.719276,21.719276,74554600
2005-01-14,21.872896,22.234848,21.72138,22.138046,22.138046,61737000
2005-01-18,22.226431,22.48106,22.011784,22.38426,22.38426,52074700
2005-01-19,22.666246,22.678871,21.647728,21.685606,21.685606,112626600
2005-01-20,18.099747,18.301767,17.129629,17.535774,17.535774,411637200
2005-01-21,17.939816,18.537458,17.765152,18.108166,18.108166,227677800
2005-01-24,18.133417,18.263889,17.156986,17.333754,17.333754,155610800
2005-01-25,17.51473,17.80303,16.708754,16.843435,16.843435,158176000
2005-01-26,16.982323,17.354797,16.807659,17.323233,17.323233,116262900
2005-01-27,17.417929,17.624159,17.188553,17.403198,17.403198,82715200
2005-01-28,17.493687,17.525253,16.849747,17.066498,17.066498,76129400
2005-01-31,17.289562,17.417929,17.049664,17.150673,17.150673,60205900
2005-02-01,17.001263,17.129629,16.367846,16.39941,16.39941,106102600
2005-02-02,16.523569,16.813972,16.109007,16.582491,16.582491,131430800
2005-02-03,16.441498,16.767677,16.23106,16.25,16.25,88258800
2005-02-04,16.174242,16.224747,15.765993,15.968014,15.968014,126070500
2005-02-07,16.119528,16.184765,15.850168,15.906986,15.906986,70627000
2005-02-08,15.982744,16.593014,15.951179,16.525673,16.525673,103446200
2005-02-09,16.792929,17.161196,16.569866,16.622475,16.622475,112091600
2005-02-10,16.837122,17.171717,16.193182,17.091751,17.091751,130322100
2005-02-11,17.003366,17.352694,16.816078,17.270622,17.270622,86411300
2005-02-14,17.04756,17.746212,17.04756,17.744108,17.744108,70066300
2005-02-15,17.716751,18.154461,17.561028,17.97138,17.97138,97047700
2005-02-16,17.85564,18.15867,17.8367,18.116583,18.116583,59282100
2005-02-17,18.24074,18.287037,17.735691,17.979797,17.979797,58398200
2005-02-18,18.00926,18.030304,17.765152,17.870371,17.870371,46618700
2005-02-22,17.790403,17.920876,17.213804,17.297979,17.297979,46295100
2005-02-23,17.554714,17.676767,17.340067,17.609428,17.609428,41503000
2005-02-24,17.377947,17.882998,17.344276,17.832491,17.832491,44397200
2005-02-25,17.853535,18.114479,17.67256,17.777779,17.777779,30751300
2005-02-28,17.697811,18.228115,17.66835,18.030304,18.030304,32284800
2005-03-01,18.034512,18.127104,17.710438,17.920876,17.920876,33762900
2005-03-02,17.765152,17.891415,17.609428,17.706228,17.706228,33077000
2005-03-03,17.84091,17.920876,17.213804,17.462122,17.462122,41522200
2005-03-04,17.676767,17.80303,17.386364,17.571548,17.571548,32694400
2005-03-07,17.436869,17.735691,17.285353,17.630472,17.630472,38688600
2005-03-08,17.521044,17.659933,17.171717,17.19276,17.19276,32470600
2005-03-09,16.906565,17.201178,16.755051,16.792929,16.792929,40068600
2005-03-10,16.784512,16.902357,16.28367,16.355219,16.355219,50604500
2005-03-11,16.456228,16.540403,16.039562,16.098484,16.098484,41710900
2005-03-14,15.904882,15.94276,15.130471,15.353536,15.353536,102925900
2005-03-15,15.517676,15.875421,15.484007,15.601851,15.601851,57322400
2005-03-16,15.467172,15.719697,15.252525,15.353536,15.353536,41088100
2005-03-17,15.319865,15.500842,15.176767,15.202021,15.202021,29111700
2005-03-18,15.130471,15.202021,14.730639,14.734848,14.734848,71222700
2005-03-21,14.848485,15.324074,14.814815,15.206229,15.206229,51318900
2005-03-22,15.353536,15.551347,15.03367,15.10101,15.10101,57166500
2005-03-23,15.021044,15.3367,14.962121,15.117846,15.117846,38929300
2005-03-24,15.260942,15.391414,14.920033,14.941077,14.941077,31849300
2005-03-28,14.987373,15.357744,14.96633,15.113636,15.113636,39783700
2005-03-29,15.151515,15.408249,14.970539,15.193603,15.193603,39397800
2005-03-30,15.345118,15.883839,15.260942,15.862795,15.862795,57868100
2005-03-31,15.955387,16.127947,15.61027,15.681818,15.681818,41371300
2005-04-01,15.883839,15.934343,15.378788,15.601851,15.601851,44779900
2005-04-04,15.509259,16.111111,15.40404,16.060606,16.060606,43680100
2005-04-05,16.24579,16.308922,15.951179,16.111111,16.111111,41015200
2005-04-06,16.220539,16.25,15.593434,15.643939,15.643939,36840800
2005-04-07,15.614478,15.719697,14.869529,15.210438,15.210438,63099100
2005-04-08,15.248317,15.286196,14.747475,14.797979,14.797979,46379500
2005-04-11,14.835858,14.903198,14.225589,14.297138,14.297138,61532400
2005-04-12,14.179293,14.246633,13.44697,14.166667,14.166667,137962200
2005-04-13,14.238215,14.423401,13.766835,13.800505,13.800505,63903400
2005-04-14,13.930977,14.061448,13.71633,13.88468,13.88468,47252900
2005-04-15,13.737373,14.048821,13.425926,13.455387,13.455387,55033100
2005-04-18,13.4133,13.842592,13.291245,13.720539,13.720539,54244000
2005-04-19,13.91835,13.960438,13.299664,13.539562,13.539562,63350800
2005-04-20,13.758417,14.099326,13.674242,13.935185,13.935185,102508000
2005-04-21,14.170876,14.229798,13.135522,13.922559,13.922559,157506700
2005-04-22,13.792088,13.939394,13.152357,13.261785,13.261785,71451700
2005-04-25,13.232324,13.388047,12.992424,13.27862,13.27862,68283300
2005-04-26,13.118687,13.291245,12.984007,13.106061,13.106061,51032400
2005-04-27,12.979798,13.362795,12.954545,13.249158,13.249158,55491900
2005-04-28,13.13973,13.58165,13.131313,13.383839,13.383839,51581200
2005-04-29,13.585858,13.657408,13.131313,13.34596,13.34596,43895100
2005-05-02,13.253367,13.44697,13.20707,13.265993,13.265993,32683700
2005-05-03,13.27862,13.636364,13.21128,13.539562,13.539562,39596700
2005-05-04,13.619529,14.52862,13.58165,14.507576,14.507576,79264000
2005-05-05,14.356061,14.524411,14.145623,14.271886,14.271886,41434800
2005-05-06,14.440236,14.62963,14.141414,14.22138,14.22138,70498500
2005-05-09,14.225589,14.385522,14.05303,14.124579,14.124579,34573600
2005-05-10,14.006734,14.103536,13.762627,13.78367,13.78367,43579100
2005-05-11,13.829967,14.040404,13.623737,13.981482,13.981482,41489700
2005-05-12,13.98569,14.330808,13.973064,14.225589,14.225589,43095600
2005-05-13,14.351851,15.004209,14.284512,14.755892,14.755892,69477500
2005-05-16,14.6633,14.949495,14.562289,14.890573,14.890573,33663800
2005-05-17,14.793771,14.974748,14.701179,14.848485,14.848485,33311000
2005-05-18,14.873737,15.185185,14.772727,15.025252,15.025252,37990500
2005-05-19,15.164142,15.256734,15.088384,15.218855,15.218855,31916000
2005-05-20,15.227273,15.387205,15.117846,15.387205,15.387205,35541300
2005-05-23,15.345118,15.749158,15.319865,15.618687,15.618687,37624600
2005-05-24,15.580808,15.580808,15.340909,15.526094,15.526094,31413800
2005-05-25,15.892256,16.073233,15.723906,15.812289,15.812289,62651000
2005-05-26,16.090067,16.161615,15.900674,15.921718,15.921718,53874100
2005-05-27,15.997475,16.157408,15.837543,16.119528,16.119528,28552800
2005-05-31,16.199495,16.287878,15.938552,15.993266,15.993266,44541600
2005-06-01,16.123737,16.666666,16.119528,16.460438,16.460438,59192800
2005-06-02,16.41835,17.23064,16.203703,16.435184,16.435184,36992800
2005-06-03,16.443604,16.498316,15.791245,15.909091,15.909091,45970300
2005-06-06,16.28367,16.414141,16.140572,16.262627,16.262627,48163400
2005-06-07,16.494108,16.498316,15.9133,15.9133,15.9133,48425400
2005-06-08,16.064816,16.098484,15.551347,15.614478,15.614478,40074800
2005-06-09,15.576599,15.803872,15.420876,15.660774,15.660774,49924700
2005-06-10,15.627105,15.669192,15.290404,15.416667,15.416667,29853200
2005-06-13,15.290404,15.740741,15.269361,15.576599,15.576599,28019200
2005-06-14,15.614478,15.702862,15.488215,15.61027,15.61027,25627200
2005-06-15,15.900674,16.018518,15.467172,15.715488,15.715488,43508100
2005-06-16,15.808081,16.153198,15.749158,15.808081,15.808081,59856900
2005-06-17,16.07744,16.24579,15.9133,16.014309,16.014309,47179200
2005-06-20,15.53872,15.799664,15.378788,15.673401,15.673401,57660700
2005-06-21,15.589226,15.749158,15.420876,15.530303,15.530303,36450400
2005-06-22,15.635522,15.694445,15.260942,15.315657,15.315657,39910800
2005-06-23,15.130471,15.210438,14.45707,14.494949,14.494949,83431100
2005-06-24,14.524411,14.654882,14.351851,14.465488,14.465488,43235500
2005-06-27,14.364478,14.524411,14.065657,14.15404,14.15404,44012500
2005-06-28,14.301347,14.38973,14.010942,14.078282,14.078282,35491700
2005-06-29,14.048821,14.217172,13.81734,13.846802,13.846802,39113700
2005-06-30,13.914142,14.044613,13.855219,13.893098,13.893098,41121900
2005-07-01,14.05303,14.090909,13.838384,13.838384,13.838384,24179800
2005-07-05,13.78367,14.149832,13.78367,14.116161,14.116161,31333000
2005-07-06,14.166667,14.440236,14.107744,14.124579,14.124579,43556300
2005-07-07,13.994108,14.36027,13.930977,14.347643,14.347643,40184800
2005-07-08,14.444445,14.524411,14.229798,14.520202,14.520202,42138100
2005-07-11,14.688552,15.084175,14.612795,14.962121,14.962121,51367200
2005-07-12,14.945286,15.021044,14.785354,14.941077,14.941077,32941800
2005-07-13,14.970539,15.016835,14.701179,14.701179,14.701179,30314100
2005-07-14,14.877946,14.93266,14.688552,14.747475,14.747475,33250600
2005-07-15,14.848485,14.886364,14.688552,14.76431,14.76431,28761200
2005-07-18,14.650674,14.941077,14.633839,14.688552,14.688552,27588600
2005-07-19,14.83165,14.924242,14.69276,14.886364,14.886364,31515200
2005-07-20,14.701179,14.911616,14.574916,14.675926,14.675926,71768200
2005-07-21,16.788721,17.895622,16.776094,17.718855,17.718855,274797700
2005-07-22,17.525253,17.857744,17.180134,17.264309,17.264309,74050600
2005-07-25,17.045454,17.525253,17.020203,17.205387,17.205387,44359400
2005-07-26,17.188553,17.255892,16.771885,17.011784,17.011784,44945300
2005-07-27,17.045454,17.676767,17.02862,17.67256,17.67256,49715800
2005-07-28,17.596802,18.228115,17.53367,17.685184,17.685184,42643900
2005-07-29,17.63468,17.962963,17.537878,17.584175,17.584175,33246600
2005-08-01,18.068182,18.497475,18.013468,18.354378,18.354378,70943000
2005-08-02,18.455387,18.930977,18.358585,18.834175,18.834175,56787800
2005-08-03,18.728956,18.888889,18.573233,18.75,18.75,35345800
2005-08-04,18.665825,18.872053,18.396465,18.44697,18.44697,30930000
2005-08-05,18.484848,18.792088,18.24074,18.24074,18.24074,32914400
2005-08-08,18.295454,18.392256,18.068182,18.186028,18.186028,30617300
2005-08-09,18.308081,18.383839,17.887205,18.017677,18.017677,28435200
2005-08-10,18.097643,18.186028,17.415825,17.512627,17.512627,48822900
2005-08-11,17.457912,17.756735,17.260101,17.5,17.5,44941300
2005-08-12,17.323233,17.436869,17.032827,17.239058,17.239058,37495100
2005-08-15,17.239058,17.596802,17.222221,17.352694,17.352694,28671100
2005-08-16,17.394781,17.483166,16.961279,16.994949,16.994949,33810700
2005-08-17,17.020203,17.154882,16.872896,17.032827,17.032827,28214000
2005-08-18,16.923401,16.986532,16.624578,16.805555,16.805555,35218000
2005-08-19,16.877104,16.982323,16.809765,16.839226,16.839226,20488200
2005-08-22,16.88973,16.923401,16.279461,16.477272,16.477272,33456600
2005-08-23,16.515152,16.582491,16.287878,16.405724,16.405724,27455600
2005-08-24,16.296297,16.830809,16.296297,16.397306,16.397306,36761200
2005-08-25,16.464647,16.523569,16.24579,16.363636,16.363636,23510500
2005-08-26,16.346802,16.641415,16.271044,16.401516,16.401516,31594600
2005-08-29,16.275253,16.632998,16.24579,16.611954,16.611954,24406700
2005-08-30,16.582491,16.742424,16.376263,16.708754,16.708754,34759900
2005-08-31,16.750841,17.091751,16.561447,17.041246,17.041246,47622100
2005-09-01,16.978115,17.108585,16.742424,16.809765,16.809765,37642900
2005-09-02,16.910774,16.973906,16.679293,16.704546,16.704546,19833400
2005-09-06,16.797138,17.049664,16.72559,16.906565,16.906565,27740200
2005-09-07,16.919191,17.171717,16.898148,17.02862,17.02862,26389500
2005-09-08,16.510942,16.531986,16.233166,16.38468,16.38468,72980900
2005-09-09,16.42256,16.464647,16.153198,16.25421,16.25421,39420900
2005-09-12,16.005892,16.654041,15.888047,16.388889,16.388889,94564300
2005-09-13,16.380472,16.477272,16.073233,16.111111,16.111111,48899700
2005-09-14,16.148991,16.203703,15.782828,15.850168,15.850168,48730500
2005-09-15,15.84596,15.972222,15.70707,15.84596,15.84596,38595500
2005-09-16,15.871212,15.921718,15.572391,15.614478,15.614478,72310200
2005-09-19,15.425084,15.572391,15.315657,15.547138,15.547138,45104300
2005-09-20,15.576599,15.694445,15.281986,15.450336,15.450336,35400200
2005-09-21,15.340909,15.643939,15.256734,15.509259,15.509259,44490100
2005-09-22,15.54293,15.955387,15.488215,15.875421,15.875421,41944000
2005-09-23,16.170034,16.452021,16.07744,16.321548,16.321548,46970100
2005-09-26,16.540403,16.645622,16.170034,16.296297,16.296297,33168700
2005-09-27,16.351009,16.569866,16.212122,16.460438,16.460438,31850500
2005-09-28,16.55303,16.683502,16.258417,16.38468,16.38468,27231000
2005-09-29,16.41835,17.420034,16.376263,17.382154,17.382154,66902400
2005-09-30,17.32744,17.403198,17.129629,17.340067,17.340067,29412700
2005-10-03,17.319023,17.727272,17.218014,17.592592,17.592592,34992300
2005-10-04,17.529461,17.626263,16.830809,16.919191,16.919191,39802500
2005-10-05,16.910774,17.285353,16.835016,16.914984,16.914984,41154600
2005-10-06,16.944445,17.003366,16.452021,16.599327,16.599327,39788000
2005-10-07,16.712963,16.999159,16.645622,16.792929,16.792929,25822300
2005-10-10,16.835016,17.264309,16.771885,17.02862,17.02862,29877000
2005-10-11,17.070707,17.23064,16.755051,17.02862,17.02862,32993300
2005-10-12,17.058081,17.091751,16.569866,16.59091,16.59091,34182300
2005-10-13,16.481482,16.826599,16.338385,16.683502,16.683502,31477700
2005-10-14,16.797138,16.830809,16.300505,16.708754,16.708754,29451400
2005-10-17,16.696129,17.19276,16.611954,17.188553,17.188553,31698600
2005-10-18,17.243265,17.449495,16.969696,17.011784,17.011784,33402000
2005-10-19,17.007576,17.706228,16.923401,17.680977,17.680977,74742500
2005-10-20,17.121212,17.386364,16.359428,16.477272,16.477272,101581600
2005-10-21,16.805555,16.85606,16.515152,16.536196,16.536196,48823700
2005-10-24,16.611954,16.624578,16.106903,16.59091,16.59091,39826900
2005-10-25,16.41835,16.561447,15.664983,15.997475,15.997475,74405600
2005-10-26,15.951179,16.262627,15.896464,16.119528,16.119528,36925800
2005-10-27,16.010101,16.359428,15.896464,15.925926,15.925926,27990200
2005-10-28,16.182659,16.224747,15.782828,16.174242,16.174242,27173100
2005-10-31,16.144781,16.835016,16.140572,16.670876,16.670876,50698100
2005-11-01,16.460438,17.133839,16.426767,16.948652,16.948652,55716000
2005-11-02,16.830809,17.352694,16.826599,17.289562,17.289562,41771500
2005-11-03,17.344276,17.655724,17.213804,17.487373,17.487373,53184600
2005-11-04,17.453703,17.66835,17.348484,17.5,17.5,28008700
2005-11-07,17.403198,17.765152,17.398991,17.622053,17.622053,40572300
2005-11-08,17.512627,18.249159,17.445286,17.80303,17.80303,63316100
2005-11-09,17.630472,18.11027,17.521044,17.710438,17.710438,41952500
2005-11-10,17.706228,18.287037,17.626263,18.228115,18.228115,35558900
2005-11-11,18.265993,18.619528,18.223906,18.472221,18.472221,33740300
2005-11-14,18.4133,18.493265,18.211279,18.320707,18.320707,21215700
2005-11-15,18.388046,18.636364,18.063972,18.118687,18.118687,33631000
2005-11-16,18.055555,18.215488,17.878788,17.904041,17.904041,39248900
2005-11-17,18.00926,18.476431,17.929293,18.434343,18.434343,39653700
2005-11-18,18.518518,18.855219,18.425926,18.800505,18.800505,41491600
