Date,Open,High,Low,Close,Adj Close,Volume
2000-12-11,4.064078,4.57702,3.945707,4.57702,4.57702,38114800
2000-12-12,4.465225,4.721696,4.182449,4.307397,4.307397,30139000
2000-12-13,4.452073,4.471801,4.110112,4.12984,4.12984,26585500
2000-12-14,4.123264,4.235059,3.827336,3.893098,3.893098,24375800
2000-12-15,3.860217,4.327126,3.68266,3.998317,3.998317,47145500
2000-12-18,3.985164,4.149569,3.893098,4.031198,4.031198,26800300
2000-12-19,3.965436,3.972012,3.393308,3.399884,3.399884,47026700
2000-12-20,3.215751,3.367003,2.814604,2.939552,2.939552,57434500
2000-12-21,2.926399,3.465646,2.847485,2.992161,2.992161,52211100
2000-12-22,3.156566,3.702389,3.156566,3.68266,3.68266,39452000
2000-12-26,3.787879,3.925978,3.531408,3.649779,3.649779,27653700
2000-12-27,3.708965,3.801031,3.426189,3.708965,3.708965,23083300
2000-12-28,3.708965,4.103535,3.695812,3.978588,3.978588,31764200
2000-12-29,3.978588,4.024621,3.432765,3.472222,3.472222,34678100
2001-01-02,3.54456,3.603746,3.025042,3.176294,3.176294,43383800
2001-01-03,3.103956,4.156145,3.103956,4.14134,4.14134,65531900
2001-01-04,3.919402,4.142992,3.649779,3.722117,3.722117,52275800
2001-01-05,3.774726,3.787879,3.209175,3.215751,3.215751,58458100
2001-01-08,3.261785,3.288089,2.992161,3.222327,3.222327,76336100
2001-01-09,3.353851,3.68266,3.288089,3.511679,3.511679,46161800
2001-01-10,3.399884,4.156145,3.347275,4.136416,4.136416,65674500
2001-01-11,3.886522,4.452073,3.787879,4.307397,4.307397,72218000
2001-01-12,4.432344,4.458649,4.096959,4.215331,4.215331,51584800
2001-01-16,4.202178,4.682239,4.195602,4.609901,4.609901,48161500
2001-01-17,4.840067,5.011048,4.49153,4.550715,4.550715,85639500
2001-01-18,4.695391,4.984743,4.484954,4.932134,4.932134,90686200
2001-01-19,5.734427,5.767309,5.057081,5.274095,5.274095,157235100
2001-01-22,5.333281,5.589752,5.142571,5.201757,5.201757,60498600
2001-01-23,5.182029,5.550294,5.129419,5.510838,5.510838,61181000
2001-01-24,5.497685,5.800189,5.491109,5.721275,5.721275,62977300
2001-01-25,5.773885,5.800189,5.221486,5.241214,5.241214,46845200
2001-01-26,5.070234,5.372738,5.004472,5.24779,5.24779,46176100
2001-01-29,5.346433,5.556871,5.260943,5.504261,5.504261,42812600
2001-01-30,5.576599,5.602904,5.399043,5.596328,5.596328,33959600
2001-01-31,5.563447,5.629209,5.168876,5.195181,5.195181,38265000
2001-02-01,5.188605,5.260943,4.984743,5.07681,5.07681,36812700
2001-02-02,5.149148,5.155724,4.780882,4.86472,4.86472,37321200
2001-02-05,4.80061,4.997896,4.511259,4.912405,4.912405,40064100
2001-02-06,4.80061,4.945286,4.695391,4.932134,4.932134,33511100
2001-02-07,4.840067,4.881166,4.682239,4.859796,4.859796,28875000
2001-02-08,4.925558,5.142571,4.85322,4.958438,4.958438,29277000
2001-02-09,4.892677,4.958438,4.49153,4.688815,4.688815,30952600
2001-02-12,4.688815,5.096538,4.682239,4.965015,4.965015,28379800
2001-02-13,5.101462,5.326705,4.984743,4.99132,4.99132,46216000
2001-02-14,5.038994,5.366162,5.017624,5.280671,5.280671,51551500
2001-02-15,5.344781,5.583176,5.287248,5.313552,5.313552,40134400
2001-02-16,4.971591,5.280671,4.971591,5.129419,5.129419,34958500
2001-02-20,5.155724,5.175452,4.655934,4.688815,4.688815,37551200
2001-02-21,4.539205,4.905829,4.537563,4.807187,4.807187,42399200
2001-02-22,4.854861,4.945286,4.392887,4.688815,4.688815,52780400
2001-02-23,4.57702,4.695391,4.241635,4.675663,4.675663,55906300
2001-02-26,4.695391,4.794034,4.379735,4.774305,4.774305,38513000
2001-02-27,4.813763,4.866372,4.399463,4.432344,4.432344,39274300
2001-02-28,4.425768,4.649358,3.879945,4.032839,4.032839,56361500
2001-03-01,3.958859,4.180798,3.577441,3.945707,3.945707,77756000
2001-03-02,3.840488,4.235059,3.695812,3.965436,3.965436,52684400
2001-03-05,4.116688,4.169297,3.932555,3.998317,3.998317,26198700
2001-03-06,4.195602,4.511259,4.195602,4.241635,4.241635,46198900
2001-03-07,4.386311,4.71512,4.103535,4.471801,4.471801,100591200
2001-03-08,4.386311,4.419192,4.050926,4.116688,4.116688,49234500
2001-03-09,3.814183,3.814183,3.537984,3.577441,3.577441,68163600
2001-03-12,3.526473,3.577441,3.281513,3.32097,3.32097,73973400
2001-03-13,3.511679,3.63005,3.307818,3.623474,3.623474,52128400
2001-03-14,3.327546,3.669508,3.327546,3.590593,3.590593,40986000
2001-03-15,3.766498,3.840488,3.577441,3.643203,3.643203,49893100
2001-03-16,3.570865,3.715541,3.327546,3.419613,3.419613,44910200
2001-03-19,3.439341,3.925978,3.360427,3.899674,3.899674,46114300
2001-03-20,3.90625,4.090383,3.708965,3.715541,3.715541,58429600
2001-03-21,3.774726,3.919402,3.380156,3.380156,3.380156,62541000
2001-03-22,3.413037,3.893098,3.340699,3.853641,3.853641,47870600
2001-03-23,3.985164,4.103535,3.781303,3.912826,3.912826,45153500
2001-03-26,3.985164,4.307397,3.939131,4.04435,4.04435,51548700
2001-03-27,4.037774,4.261364,3.919402,4.208754,4.208754,34131700
2001-03-28,4.057502,4.156145,3.754998,3.807607,3.807607,39528000
2001-03-29,3.708965,3.879945,3.54456,3.590593,3.590593,41606600
2001-03-30,3.643203,4.024621,3.636627,3.807607,3.807607,44713400
2001-04-02,3.814183,3.972012,3.669508,3.715541,3.715541,42066600
2001-04-03,3.656355,3.708965,3.176294,3.228904,3.228904,75541500
2001-04-04,3.228904,3.380156,3.077652,3.196023,3.196023,72915600
2001-04-05,3.590593,3.708965,3.531408,3.662931,3.662931,64821000
2001-04-06,3.582365,3.82076,3.432765,3.735269,3.735269,54858000
2001-04-09,3.979377,4.043561,3.861532,3.996212,3.996212,38898900
2001-04-10,4.149832,4.329756,4.103535,4.150884,4.150884,65894000
2001-04-11,4.313973,4.345539,3.977273,4.121423,4.121423,45948900
2001-04-12,4.095118,4.392887,4.095118,4.380261,4.380261,48835300
2001-04-16,4.201389,4.540194,4.190867,4.301347,4.301347,40125800
2001-04-17,4.228746,4.566498,4.203493,4.529672,4.529672,45741800
2001-04-18,4.734848,5.085227,4.613847,4.813763,4.813763,71492800
2001-04-19,4.965278,5.260943,4.840067,5.259891,5.259891,75399900
2001-04-20,5.47138,5.92277,5.229377,5.329335,5.329335,167934700
2001-04-23,5.244108,5.24516,4.913721,4.940025,4.940025,65713500
2001-04-24,4.840067,5.13468,4.682239,4.688552,4.688552,62466900
2001-04-25,4.73064,5.13468,4.62963,5.092593,5.092593,83389000
2001-04-26,5.185185,5.208333,4.682239,4.840067,4.840067,55835000
2001-04-27,4.998948,5.039983,4.773779,4.931608,4.931608,35908900
2001-04-30,5.07681,5.481902,5.039983,5.311448,5.311448,89849800
2001-05-01,5.326179,5.719697,5.323022,5.714436,5.714436,105103700
2001-05-02,5.792298,5.81229,5.497685,5.650252,5.650252,63795600
2001-05-03,5.408249,5.501894,5.313552,5.419823,5.419823,39783700
2001-05-04,5.18729,5.542929,5.160985,5.508207,5.508207,33260100
2001-05-07,5.486111,5.500842,5.226221,5.296717,5.296717,26184400
2001-05-08,5.47138,5.627104,5.07681,5.530303,5.530303,61722700
2001-05-09,5.357744,5.660774,5.324074,5.59133,5.59133,49169800
2001-05-10,5.788089,5.867003,5.68287,5.714436,5.714436,82795900
2001-05-11,5.702862,5.702862,5.47138,5.602904,5.602904,44884500
2001-05-14,5.608165,5.876473,5.508207,5.809133,5.809133,51697000
2001-05-15,5.837542,6.006945,5.708123,5.897517,5.897517,76713400
2001-05-16,5.803872,6.170033,5.803872,6.087963,6.087963,64260300
2001-05-17,6.110059,6.602483,6.092172,6.581439,6.581439,127851600
2001-05-18,6.493055,6.637206,6.39415,6.590909,6.590909,58829700
2001-05-21,6.660354,6.744529,6.474116,6.738215,6.738215,72969800
2001-05-22,6.73085,6.997054,6.62984,6.760312,6.760312,70766700
2001-05-23,6.660354,6.765573,6.313131,6.407828,6.407828,67209400
2001-05-24,6.397306,6.705598,6.265783,6.656145,6.656145,39620200
2001-05-25,6.659301,6.734007,6.413089,6.544613,6.544613,27142400
2001-05-29,6.496212,6.524621,6.256313,6.286827,6.286827,36669200
2001-05-30,6.163721,6.576179,6.163721,6.300505,6.300505,79139800
2001-05-31,6.30787,6.467803,6.180555,6.367845,6.367845,46456500
2001-06-01,6.439394,6.513047,6.243687,6.444655,6.444655,36471600
2001-06-04,6.314184,6.67298,6.25947,6.593013,6.593013,52660700
2001-06-05,6.628788,6.883418,6.611953,6.812921,6.812921,45728400
2001-06-06,6.813973,6.979167,6.784512,6.793982,6.793982,43858100
2001-06-07,6.741372,6.871843,6.660354,6.838173,6.838173,35823400
2001-06-08,6.851852,6.852904,6.649832,6.686658,6.686658,24150600
2001-06-11,6.701389,6.86027,6.565657,6.606692,6.606692,39570800
2001-06-12,6.506734,6.786616,6.363636,6.680345,6.680345,44221100
2001-06-13,6.750842,6.828704,6.494108,6.503577,6.503577,38607100
2001-06-14,6.414141,6.821338,6.413089,6.74032,6.74032,61544100
2001-06-15,6.659301,6.881313,6.497264,6.851852,6.851852,82304600
2001-06-18,6.792929,6.897096,6.583544,6.626684,6.626684,52004900
2001-06-19,6.788721,6.965488,6.555135,6.644571,6.644571,64838100
2001-06-20,6.523569,7.317971,6.522517,7.31271,7.31271,98756000
2001-06-21,7.275884,7.378998,7.181187,7.354798,7.354798,84170200
2001-06-22,7.300084,7.417929,7.102273,7.132786,7.132786,49360900
2001-06-25,7.222222,7.502104,7.207491,7.474748,7.474748,58660500
2001-06-26,7.349537,7.444234,7.12963,7.192761,7.192761,52792800
2001-06-27,7.265362,7.336911,7.155934,7.218013,7.218013,47880200
2001-06-28,7.320076,7.412668,7.270623,7.361111,7.361111,41827100
2001-06-29,7.39899,7.407407,7.101221,7.206439,7.206439,51874700
2001-07-02,7.219066,7.386364,7.118055,7.17277,7.17277,35259800
2001-07-03,7.19697,7.36532,7.154882,7.276936,7.276936,17244000
2001-07-05,7.175926,7.247475,6.997054,7.002315,7.002315,34978500
2001-07-06,6.950758,7.118055,6.84133,6.864478,6.864478,36352800
2001-07-09,6.91814,6.965488,6.536195,6.784512,6.784512,53474200
2001-07-10,6.838173,6.839226,6.271044,6.339436,6.339436,67548700
2001-07-11,6.230009,6.406776,6.230009,6.332071,6.332071,55461500
2001-07-12,6.695076,7.054924,6.646675,7.041246,7.041246,66785500
2001-07-13,6.996002,7.233796,6.891835,7.050715,7.050715,45370100
2001-07-16,7.02862,7.184343,6.897096,6.928662,6.928662,34033800
2001-07-17,6.849748,7.118055,6.804503,7.102273,7.102273,43313500
2001-07-18,7.042298,7.181187,6.989688,7.001263,7.001263,48160500
2001-07-19,7.066498,7.107533,6.695076,6.776094,6.776094,84662500
2001-07-20,7.004419,7.154882,6.979167,7.02862,7.02862,79495200
2001-07-23,7.041246,7.042298,6.784512,6.835017,6.835017,46368100
2001-07-24,6.603535,6.676136,6.286827,6.494108,6.494108,106056000
2001-07-25,6.410985,6.590909,6.30787,6.483586,6.483586,59689800
2001-07-26,6.481482,6.91814,6.413089,6.821338,6.821338,76544200
2001-07-27,6.763468,6.785564,6.591961,6.691919,6.691919,34637300
2001-07-30,6.718224,6.731902,6.338384,6.422559,6.422559,35742600
2001-07-31,6.434133,6.681397,6.337332,6.583544,6.583544,49816100
2001-08-01,6.634049,6.719276,6.449916,6.483586,6.483586,52615000
2001-08-02,6.514099,6.583544,6.271044,6.397306,6.397306,67004100
2001-08-03,6.407828,6.840278,6.336279,6.765573,6.765573,89512400
2001-08-06,6.682449,6.72138,6.593013,6.681397,6.681397,38239300
2001-08-07,6.63931,6.801347,6.5625,6.765573,6.765573,35046000
2001-08-08,6.71612,6.954967,6.487794,6.564604,6.564604,61019400
2001-08-09,6.524621,6.702441,6.439394,6.611953,6.611953,36793700
2001-08-10,6.595118,6.598274,6.313131,6.42782,6.42782,54686900
2001-08-13,6.40888,6.514099,6.313131,6.389941,6.389941,47233900
2001-08-14,6.450968,6.600379,6.39415,6.457281,6.457281,45416700
2001-08-15,6.47096,6.517256,6.269991,6.313131,6.313131,62406100
2001-08-16,6.176347,6.41835,5.97117,6.41835,6.41835,96724100
2001-08-17,6.261574,6.305766,6.093224,6.207912,6.207912,69588200
2001-08-20,6.165825,6.410985,6.165825,6.365741,6.365741,56265500
2001-08-21,6.35101,6.523569,6.059554,6.094276,6.094276,64120600
2001-08-22,6.176347,6.176347,5.601852,5.988005,5.988005,168451700
2001-08-23,6.109007,6.123737,5.713384,5.79335,5.79335,89471600
2001-08-24,5.86069,6.311027,5.744949,6.208965,6.208965,75235500
2001-08-27,6.123737,6.135312,5.877525,5.934343,5.934343,72321600
2001-08-28,5.908039,6.034301,5.674453,5.679714,5.679714,63783200
2001-08-29,5.72601,5.748106,5.52399,5.671296,5.671296,56884200
2001-08-30,5.616582,5.891204,5.555555,5.844907,5.844907,73052400
2001-08-31,5.809133,5.997475,5.767045,5.916456,5.916456,44932000
2001-09-04,5.876473,5.968013,5.723906,5.729167,5.729167,51740700
2001-09-05,5.703914,5.930135,5.659722,5.75021,5.75021,81470100
2001-09-06,5.695497,5.892256,5.629209,5.796507,5.796507,64398100
2001-09-07,5.538721,5.730219,5.377736,5.571338,5.571338,95320300
2001-09-10,5.525042,5.760732,5.407197,5.741793,5.741793,65742900
2001-09-17,5.334596,5.484007,5.176768,5.197812,5.197812,120498300
2001-09-18,5.306187,5.481902,5.225168,5.260943,5.260943,89028700
2001-09-19,5.213594,5.217803,4.728535,5.085227,5.085227,138114900
2001-09-20,4.892677,4.945286,4.668561,4.733796,4.733796,99299600
2001-09-21,4.394991,4.736953,4.366582,4.607533,4.607533,131197900
2001-09-24,4.628577,4.950547,4.628577,4.922138,4.922138,85010400
2001-09-25,4.903199,5.088384,4.830598,4.933712,4.933712,71773200
2001-09-26,5.00947,5.019991,4.619108,4.633838,4.633838,60224900
2001-09-27,4.525463,4.79798,4.259259,4.746423,4.746423,109763500
2001-09-28,4.803241,4.913721,4.571759,4.813763,4.813763,96120600
2001-10-01,4.661195,5.037879,4.62963,4.94213,4.94213,97526200
2001-10-02,4.955808,5.116793,4.903199,4.996843,4.996843,88837600
2001-10-03,4.85585,5.366162,4.802188,5.255682,5.255682,130239900
2001-10-04,5.337752,5.689184,5.274621,5.530303,5.530303,101891400
2001-10-05,5.455598,5.678662,5.392467,5.618687,5.618687,77392900
2001-10-08,5.512416,5.83649,5.47138,5.831229,5.831229,70083400
2001-10-09,5.800715,5.808081,5.670244,5.722854,5.722854,46713100
2001-10-10,5.652357,6.003788,5.611321,5.984848,5.984848,64368600
2001-10-11,6.018518,6.407828,5.991162,6.254209,6.254209,123177500
2001-10-12,6.197391,6.228956,5.944865,6.198443,6.198443,58305100
2001-10-15,6.145833,6.585648,6.039562,6.478325,6.478325,97630700
2001-10-16,6.531987,6.679293,6.381524,6.481482,6.481482,97012000
2001-10-17,6.501473,6.509891,5.999579,6.006945,6.006945,102867400
2001-10-18,6.030093,6.279461,6.018518,6.214226,6.214226,79883000
2001-10-19,5.743897,5.75968,5.430345,5.46612,5.46612,213722100
2001-10-22,5.419823,5.664983,5.419823,5.585017,5.585017,94637000
2001-10-23,5.617635,5.902778,5.606061,5.848064,5.848064,116815500
2001-10-24,5.799663,6.018518,5.672348,6.016414,6.016414,83675100
2001-10-25,5.850168,6.24053,5.764941,6.221591,6.221591,94222600
2001-10-26,6.099537,6.202652,5.953283,5.997475,5.997475,65457800
2001-10-29,6.01431,6.138468,5.393518,5.526094,5.526094,186105400
2001-10-30,5.48085,5.733376,5.261995,5.619739,5.619739,176097700
2001-10-31,5.696549,5.776515,5.45665,5.521885,5.521885,100035300
2001-11-01,5.551347,5.661827,5.411406,5.601852,5.601852,96610000
2001-11-02,5.576599,5.676557,5.393518,5.439815,5.439815,69677600
2001-11-05,5.498737,5.75021,5.486111,5.666035,5.666035,60228700
2001-11-06,5.611321,5.900673,5.566077,5.858586,5.858586,64073100
2001-11-07,5.796507,6.133207,5.787037,5.954335,5.954335,84151200
2001-11-08,6.013258,6.176347,5.813342,5.823864,5.823864,63565600
2001-11-09,5.82702,6.049032,5.737584,5.992214,5.992214,43654700
2001-11-12,5.972222,6.144781,5.865951,6.066919,6.066919,47619700
2001-11-13,6.171086,6.30787,6.092172,6.298401,6.298401,63372600
2001-11-14,6.364688,6.576179,6.338384,6.5383,6.5383,86866500
2001-11-15,6.42782,6.483586,6.261574,6.320497,6.320497,67335800
2001-11-16,6.301557,6.476221,6.260522,6.313131,6.313131,44195500
2001-11-19,6.35101,6.576179,6.340488,6.535143,6.535143,65672600
2001-11-20,6.481482,6.574074,6.217382,6.219487,6.219487,52866000
2001-11-21,6.202652,6.40362,6.134259,6.40362,6.40362,46030700
2001-11-23,6.340488,6.479377,6.323653,6.476221,6.476221,14496400
2001-11-26,6.561448,6.870791,6.560396,6.856061,6.856061,107686900
2001-11-27,6.769781,6.919192,6.576179,6.815025,6.815025,85966500
2001-11-28,6.761364,7.108586,6.741372,6.849748,6.849748,105357500
2001-11-29,6.828704,7.023359,6.823443,6.969697,6.969697,60628800
2001-11-30,6.933923,7.206439,6.924453,7.162248,7.162248,79623500
2001-12-03,7.090699,7.112794,6.97601,7.057029,7.057029,45713200
2001-12-04,7.034933,7.366372,7.001263,7.364268,7.364268,71651600
2001-12-05,7.361111,7.65362,7.156987,7.257997,7.257997,148671000
2001-12-06,7.253788,7.404251,7.210648,7.381103,7.381103,70192700
2001-12-07,7.295876,7.343224,7.039141,7.149621,7.149621,60774200
2001-12-10,7.060185,7.27904,7.003367,7.049663,7.049663,50299900
2001-12-11,7.098064,7.488426,7.097012,7.375842,7.375842,78943000
2001-12-12,7.306397,7.36532,7.098064,7.31271,7.31271,66302700
2001-12-13,7.114899,7.181187,6.946549,6.961279,6.961279,55989000
2001-12-14,6.986532,7.186448,6.963384,7.006524,7.006524,52401200
2001-12-17,6.998106,7.332702,6.920244,7.290615,7.290615,57512500
2001-12-18,7.270623,7.363215,6.970749,7.029672,7.029672,84092300
2001-12-19,6.977062,7.186448,6.891835,6.965488,6.965488,72899400
2001-12-20,6.949706,7.088594,6.682449,6.690867,6.690867,55635400
2001-12-21,6.781355,6.886574,6.707702,6.838173,6.838173,59703100
2001-12-24,6.844487,6.929714,6.656145,6.714015,6.714015,18747500
2001-12-26,6.827652,7.053872,6.827652,6.980219,6.980219,40902300
2001-12-27,6.990741,7.07702,6.893939,6.962332,6.962332,28567100
2001-12-28,7.024411,7.166456,7.023359,7.15383,7.15383,32922800
2001-12-31,7.186448,7.204335,6.991793,7.039141,7.039141,34766500
2002-01-02,6.880261,6.969697,6.776094,6.962332,6.962332,59122400
2002-01-03,6.950758,7.183291,6.901305,7.154882,7.154882,50394900
2002-01-04,7.160143,7.31271,7.102273,7.207491,7.207491,44531900
2002-01-07,7.216961,7.280093,7.006524,7.02862,7.02862,42132100
2002-01-08,7.048611,7.107533,6.875,7.106482,7.106482,52871700
2002-01-09,7.173821,7.255892,7.007576,7.038089,7.038089,51664600
2002-01-10,6.997054,7.070707,6.917088,6.943392,6.943392,44653500
2002-01-11,6.952862,7.023359,6.681397,6.720328,6.720328,64879000
2002-01-14,6.676136,6.731902,6.567761,6.645623,6.645623,49657400
2002-01-15,6.729798,6.855009,6.695076,6.737163,6.737163,70104300
2002-01-16,6.434133,6.601431,6.294192,6.306818,6.306818,129415000
2002-01-17,6.523569,6.590909,6.404672,6.482533,6.482533,84184500
2002-01-18,6.318392,6.433081,6.294192,6.332071,6.332071,49579500
2002-01-22,6.429924,6.49516,6.228956,6.255261,6.255261,58975100
2002-01-23,6.269991,6.311027,6.076389,6.217382,6.217382,77981200
2002-01-24,6.275252,6.430976,6.260522,6.302609,6.302609,56619100
2002-01-25,6.286827,6.414141,6.271044,6.381524,6.381524,25928800
2002-01-28,6.444655,6.45202,6.197391,6.281566,6.281566,36518100
2002-01-29,6.292088,6.363636,6.118476,6.241582,6.241582,51164700
2002-01-30,6.279461,6.279461,5.797559,6.071128,6.071128,98352100
2002-01-31,6.113215,6.267887,5.973274,6.210017,6.210017,58141600
2002-02-01,6.215278,6.278409,6.055345,6.107955,6.107955,30563900
2002-02-04,6.08165,6.086911,5.800715,5.84596,5.84596,51831000
2002-02-05,5.84596,5.953283,5.680766,5.734427,5.734427,61353000
2002-02-06,5.801768,5.86069,5.601852,5.808081,5.808081,49052000
2002-02-07,5.796507,5.889099,5.666035,5.782828,5.782828,45314100
2002-02-08,5.789141,6.174242,5.760732,6.166877,6.166877,58404900
2002-02-11,6.122685,6.201599,6.006945,6.026936,6.026936,40972600
2002-02-12,5.997475,6.177399,5.917509,6.107955,6.107955,42457200
2002-02-13,6.113215,6.257365,6.113215,6.165825,6.165825,31436300
2002-02-14,6.181608,6.389941,6.176347,6.313131,6.313131,57087600
2002-02-15,6.285774,6.31734,6.102694,6.201599,6.201599,48534000
2002-02-19,6.150042,6.150042,5.587121,5.618687,5.618687,88173300
2002-02-20,5.69234,5.779672,5.510312,5.720749,5.720749,72246500
2002-02-21,5.688131,5.926978,5.625,5.679714,5.679714,71349300
2002-02-22,5.673401,5.679714,5.455598,5.492424,5.492424,72086800
2002-02-25,5.527146,5.71654,5.438763,5.696549,5.696549,56391900
2002-02-26,5.698653,5.718645,5.501894,5.6008,5.6008,57188400
2002-02-27,5.540825,5.540825,5.139941,5.167298,5.167298,123790500
2002-02-28,5.366162,5.54819,5.352483,5.476641,5.476641,125634300
2002-03-01,5.507155,5.818603,5.495581,5.772306,5.772306,62801400
2002-03-04,5.915404,6.265783,5.915404,6.256313,6.256313,81227800
2002-03-05,6.210017,6.25,6.076389,6.177399,6.177399,68909700
2002-03-06,6.10585,6.195286,6.018518,6.162668,6.162668,44832200
2002-03-07,6.217382,6.258418,6.050084,6.06271,6.06271,41724400
2002-03-08,6.207912,6.373106,6.113215,6.359427,6.359427,63415400
2002-03-11,6.207912,6.407828,6.165825,6.356271,6.356271,47574100
2002-03-12,6.218434,6.25,6.08165,6.174242,6.174242,49077700
2002-03-13,6.074285,6.12479,5.930135,5.975379,5.975379,51931700
2002-03-14,5.998527,6.009049,5.895412,5.963805,5.963805,48717500
2002-03-15,5.990109,6.083754,5.900673,6.071128,6.071128,44272400
2002-03-18,6.107955,6.141624,5.962752,6.084806,6.084806,61252300
2002-03-19,6.106902,6.152146,6.040615,6.106902,6.106902,29647700
2002-03-20,6.044823,6.123737,5.902778,5.929082,5.929082,46650300
2002-03-21,5.940657,6.205808,5.842803,6.160564,6.160564,55766600
2002-03-22,6.150042,6.262626,6.03851,6.230009,6.230009,53795400
2002-03-25,6.177399,6.2742,6.023779,6.039562,6.039562,52070500
2002-03-26,6.031145,6.143729,5.910143,5.997475,5.997475,54507300
2002-03-27,5.966961,6.026936,5.911195,6.013258,6.013258,29786400
2002-03-28,6.034301,6.050084,5.883838,5.959596,5.959596,28339900
2002-04-01,5.882786,6.005892,5.80282,5.943813,5.943813,54750600
2002-04-02,5.862794,5.892256,5.75021,5.78388,5.78388,52178800
2002-04-03,5.80282,5.80282,5.562921,5.614478,5.614478,55832100
2002-04-04,5.587121,5.650252,5.485059,5.556608,5.556608,50825400
2002-04-05,5.565025,5.63973,5.399832,5.589226,5.589226,55787500
2002-04-08,5.481902,5.850168,5.438763,5.80282,5.80282,56499300
2002-04-09,5.829124,5.918561,5.594487,5.597643,5.597643,53285100
2002-04-10,5.622896,5.707071,5.487163,5.662879,5.662879,44093800
2002-04-11,5.568182,5.578704,5.32723,5.349327,5.349327,54508200
2002-04-12,5.409301,5.694445,5.402988,5.690236,5.690236,56368200
2002-04-15,5.713384,5.865951,5.6492,5.817551,5.817551,52493400
2002-04-16,5.864899,5.926978,5.757576,5.900673,5.900673,50195300
2002-04-17,5.902778,5.908039,5.687079,5.779672,5.779672,38739200
2002-04-18,5.744949,5.796507,5.550294,5.580808,5.580808,59136700
2002-04-19,5.607113,5.785985,5.445076,5.722854,5.722854,152620900
2002-04-22,5.693392,5.693392,5.507155,5.648148,5.648148,78981000
